DATA;REGIAO/CANAL;COD. PROD;DESCRICAO PROD;CATEGORY;FABRICANTE;MARCA;TAMANHO;LEVEL;VENDAS ('000 UNID);VENDAS EM VALOR REAL ('000);DISTR. PONDERADA;DISTRIBUICAO NUMERICA
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;46449;7351253;60;67
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;29183;7573676;23;5
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;11114;54021;88;51
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;25877;893887;89;88
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;13415;5330644;38;61
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;13690;4742411;100;44
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;41926;7975958;56;36
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;38010;8604414;29;19
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;2790;5726275;48;98
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;7867;6774583;97;90
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;5637;261918;47;98
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;24429;564214;7;99
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;6408;9769502;22;3
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;19933;9171761;80;75
;AREA IV - AUTOSSERVIÇO;A958;CAPAS   ;CAPAS;;;;CATEGORY;42845;6637224;39;99
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;20136;4897707;83;39
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;35182;3164507;8;98
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;6538;7412593;90;70
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;36522;7829057;100;32
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;12847;2585770;83;24
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;14801;3885105;48;45
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;13938;2910191;69;66
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;6972;9611480;48;40
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;13245;5659081;68;91
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;32450;7550815;31;44
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;8733;5553674;17;62
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;38732;8737411;61;39
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;13479;8627491;51;94
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;28043;5955804;58;61
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;19392;1810199;67;88
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;30934;6423887;51;19
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;1182;7555403;43;57
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;145;1214137;44;96
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;38783;3285312;67;57
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;18824;7670493;50;93
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;23816;3386869;6;23
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;42711;8757818;46;58
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;42864;2593900;91;65
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;15956;4005701;62;16
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;30524;2468028;50;10
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;22064;7188755;83;31
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;18517;4830744;80;14
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;47364;2164772;10;79
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;40480;7460290;47;85
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;14895;7742767;5;28
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;32049;1533166;79;23
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;38749;4066293;40;100
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;160;511564;20;11
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;34916;788022;92;21
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;12621;9662008;74;37
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;44080;3903196;36;95
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;5678;7901340;52;94
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;16915;7417782;98;92
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;29538;2906205;95;52
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;31133;1930377;14;36
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;33726;5121020;85;42
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;9768;224833;29;40
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;37926;5152163;27;35
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;30536;3649701;7;56
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;1870;7558496;47;57
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;15129;8789775;20;94
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;44970;982663;42;24
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;18074;1360244;47;74
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;49402;9840299;11;0
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;2451;6101553;33;12
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;39757;3022391;47;94
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;43396;2596077;21;35
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;30115;4017275;91;43
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;20894;2300174;44;22
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;40030;8982754;40;37
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;18821;6300345;59;43
;AREA V - AUTOSSERVIÇO;A958;CAPAS   ;CAPAS;;;;CATEGORY;2237;79088;33;87
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;12295;1936127;98;96
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;6094;9205929;97;4
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;48111;5964481;57;78
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;45062;3828932;41;3
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;13388;7766660;69;15
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;26349;8668892;31;43
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;3329;4816980;51;33
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;40156;9285831;11;75
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;45446;3809282;38;88
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;44410;4531014;47;83
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;43984;1849553;93;32
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;41865;7412785;67;86
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;38453;6222202;13;74
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;1416;3456972;0;52
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;28589;9340556;26;54
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;41017;8566679;81;29
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;37465;7697497;64;45
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;22415;882737;66;84
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;45131;1180317;88;28
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;5112;9183464;2;52
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;4502;4447157;19;68
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;41520;2594605;11;35
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;17501;7250095;31;87
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;3690;9524740;58;63
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;16986;6527041;97;32
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;6449;8204879;32;82
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;35692;7358722;0;81
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;17186;5385144;0;36
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;47950;7144131;64;47
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;17259;898474;75;0
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;32814;6452825;74;53
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;41809;8694690;97;27
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;37230;5692509;8;98
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;29686;6655946;11;70
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;16348;3692862;68;9
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;23564;5271859;1;68
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;25937;2100150;38;51
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;10954;5139842;78;9
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;34591;4398566;38;32
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;13036;9878441;15;26
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;10942;8719922;72;95
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;41856;6887145;2;23
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;4694;2124765;36;74
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;20924;6516863;3;87
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;41285;7703481;72;91
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;2783;9565208;65;54
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;26604;5321044;97;85
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;19065;9426645;94;52
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;41174;9028718;39;4
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;45601;9774914;28;9
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;11563;3505271;18;58
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;26749;2135255;17;27
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;13750;3440346;7;79
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;14781;1063431;96;52
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;19748;468841;0;13
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;24984;4232580;23;73
;AREA VI - AUTOSSERVIÇO;A958;CAPAS   ;CAPAS;;;;CATEGORY;14491;5406123;17;9
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;496;9975795;85;48
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;5935;2790412;66;28
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;19045;4645921;35;60
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;2782;9245714;42;37
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;45261;8590786;76;1
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;12310;2789445;87;85
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;2914;6285084;51;6
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;48456;8637134;96;4
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;34133;275416;31;37
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;31725;5964427;41;30
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;41726;4990229;24;13
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;35851;2736812;93;0
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;1806;3274320;96;19
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;28391;4746249;82;22
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;47563;3775077;8;35
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;36766;6355599;26;56
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;20975;6249370;15;92
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;1511;2678023;55;41
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;42987;6424040;50;38
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;37169;1903287;39;63
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;20528;401189;49;52
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;11970;5436235;38;23
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;32356;4167200;70;2
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;20748;773406;72;44
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;1113;1259994;75;52
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;33448;443590;18;7
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;24880;1643102;100;79
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;7549;6011424;91;76
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;31461;1471480;85;30
